brightness,blurry,clearness_score,contrast_score,low_contrast,filepath,output,idx,weather_clear,weather_overcast,weather_rainy,scene_city street,scene_highway,scene_parking lot,scene_residential,scene_tunnel,timeofday_daytime
107.91872681505036,False,859.2796090020437,0.4907729411764706,False,./kitti/train/data/000000.png,False,1,True,False,False,False,False,False,True,False,True
110.96800858829845,False,411.7153582670308,0.4837443137254902,False,./kitti/train/data/000001.png,False,2,True,False,False,False,True,False,False,False,True
92.9237230273752,False,475.9716658528411,0.4791233333333333,False,./kitti/train/data/000002.png,False,3,True,False,False,False,False,False,True,False,True
100.61264841653248,False,660.6645856401783,0.4803921568627451,False,./kitti/train/data/000003.png,False,4,False,True,False,False,False,False,True,False,True
99.17386795491144,False,695.9303453974653,0.4797001960784314,False,./kitti/train/data/000004.png,False,5,True,False,False,True,False,False,False,False,True
105.33071819645733,False,334.016640730623,0.48142,False,./kitti/train/data/000005.png,False,6,True,False,False,False,True,False,False,False,True
95.17124826138416,False,527.2916576059306,0.4900547058823529,False,./kitti/train/data/000006.png,False,7,True,False,False,True,False,False,False,False,True
95.9092667740204,False,726.4806381761506,0.4781674509803921,False,./kitti/train/data/000007.png,False,8,False,True,False,True,False,False,False,False,True
105.0741384863124,False,858.9591560779481,0.4871192156862745,False,./kitti/train/data/000008.png,False,9,False,True,False,False,False,False,True,False,True
99.90921739130437,False,597.0744103170864,0.4854298039215686,False,./kitti/train/data/000009.png,False,10,False,True,False,True,False,False,False,False,True
90.90817176596887,False,748.8627573058346,0.47592,False,./kitti/train/data/000010.png,False,11,True,False,False,True,False,False,False,False,True
112.70686634460549,False,935.6762702063968,0.4717082352941176,False,./kitti/train/data/000011.png,False,12,False,True,False,True,False,False,False,False,True
150.80810520665594,False,508.5624634218134,0.4671435294117647,False,./kitti/train/data/000012.png,False,13,True,False,False,False,True,False,False,False,True
98.73261621041333,False,1685.052255491257,0.4775603921568627,False,./kitti/train/data/000013.png,False,14,True,False,False,False,True,False,False,False,True
109.11935802469137,False,1083.2122414723008,0.4817835294117647,False,./kitti/train/data/000014.png,False,15,False,True,False,False,True,False,False,False,True
106.11562335317444,False,1073.3248685437634,0.4878111764705882,False,./kitti/train/data/000015.png,False,16,True,False,False,True,False,False,False,False,True
93.75044337090712,False,662.8898947867706,0.4834803921568627,False,./kitti/train/data/000016.png,False,17,True,False,False,True,False,False,False,False,True
150.76909930220074,False,527.2089493284792,0.4611772901960785,False,./kitti/train/data/000017.png,False,18,True,False,False,True,False,False,False,False,True
92.18285560923242,False,514.824972624241,0.4858578431372549,False,./kitti/train/data/000018.png,False,19,False,True,False,True,False,False,False,False,True
110.42933977455716,False,952.1805545490536,0.4801356862745098,False,./kitti/train/data/000019.png,False,20,False,True,False,True,False,False,False,False,True
101.94297799248524,False,859.3624427353316,0.4896305882352941,False,./kitti/train/data/000020.png,False,21,False,True,False,False,False,True,False,False,True
100.10271604938272,False,704.315450847445,0.4781560784313725,False,./kitti/train/data/000021.png,False,22,True,False,False,True,False,False,False,False,True
105.49363392377884,False,879.9229985442421,0.4827490549019608,False,./kitti/train/data/000022.png,False,23,False,True,False,True,False,False,False,False,True
111.19192914653784,False,418.685849468039,0.4841723529411764,False,./kitti/train/data/000023.png,False,24,True,False,False,False,True,False,False,False,True
102.85161031769164,False,434.9546011571328,0.4843137254901961,False,./kitti/train/data/000024.png,False,25,False,True,False,False,True,False,False,False,True
103.07317659688674,False,762.0685254951583,0.4883578431372549,False,./kitti/train/data/000025.png,False,26,True,False,False,True,False,False,False,False,True
107.85217176596886,False,880.9510197443207,0.4809501960784313,False,./kitti/train/data/000026.png,False,27,True,False,False,True,False,False,False,False,True
163.76268599033816,False,663.7446933639201,0.468076862745098,False,./kitti/train/data/000027.png,False,28,False,True,False,False,True,False,False,False,True
108.03527866101396,False,849.0035546377012,0.4896266666666666,False,./kitti/train/data/000028.png,False,29,False,True,False,False,False,False,True,False,True
96.9888115942029,False,428.3957523792567,0.4784050980392157,False,./kitti/train/data/000029.png,False,30,True,False,False,False,False,False,True,False,True
104.87356736446591,False,777.4673428962677,0.4856880745098039,False,./kitti/train/data/000030.png,False,31,True,False,False,False,False,False,True,False,True
96.19353515834676,False,865.4116846501785,0.4837556862745098,False,./kitti/train/data/000031.png,False,32,False,True,False,False,False,False,True,False,True
96.66046591519056,False,672.6951860573561,0.4834803921568627,False,./kitti/train/data/000032.png,False,33,True,False,False,False,False,True,False,False,True
143.3046720343532,False,492.7276193111831,0.4797001960784314,False,./kitti/train/data/000033.png,False,34,False,True,False,False,True,False,False,False,True
101.90121953837895,False,1283.1651257291091,0.4732523529411764,False,./kitti/train/data/000034.png,False,35,True,False,False,True,False,False,False,False,True
106.38690713902308,False,726.0590122825736,0.4850131372549019,False,./kitti/train/data/000035.png,False,36,False,True,False,True,False,False,False,False,True
142.7014406870639,False,520.5168293580633,0.4728431372549019,False,./kitti/train/data/000036.png,False,37,False,True,False,True,False,False,False,False,True
